FacilityType,FacilityNumber,FacilityName,FacilityNameProper,Licensee,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityAddressProper,FacilityCity,FacilityCityProper,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,ComplaintInfo,AUTO_UNIQUE_ID_2019-09-04_weverka_ChildCareCente,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,Modified
INFANT CENTER,343613062,"LITTLE BLOSSOM MONTESSORI SCHOOL, INC.","Little Blossom Montessori School, Inc.","LITTLE BLOSSOM MONTESSORI SCHOOL, INC.","CHAYA SENARATH, GALLOLUWE",(916) 515-0550,2075 ARENA BLVD.,2075 Arena Blvd.,SACRAMENTO,Sacramento,CA,95834,SACRAMENTO,3,40,LICENSED,7/27/2006,,8/15/2019,2,2,7,11,0,2,6,3,9/11/2014,661,USCGeocoder,31.2396,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2796.289895,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.64862454,-121.5111022,Relaxed,
INFANT CENTER,343614110,LITTLE FOLKS UNIVERSITY,Little Folks University,"BERNSTEIN, BONNIE & KEN","BERNSTEIN, BONNIE",(916) 985-7055,801 SIBLEY STREET,801 Sibley Street,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,40,LICENSED,9/15/2006,,2/22/2019,2,1,1,4,0,1,1,2,10/6/2017,662,USCGeocoder,46.896,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3579.890096,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.66956259,-121.1770458,Exact,
INFANT CENTER,343622063,MARCONI MONTESSORI SCHOOL (INF),Marconi Montessori School (Inf),HOPE ACADEMY OF MONTESSORI INC,"DE SILVA, HIRESHA",(916) 550-2354,5736 NORTH AVE,5736 North Ave,CARMICHAEL,Carmichael,CA,95608,SACRAMENTO,3,30,LICENSED,1/29/2018,,1/23/2018,0,0,1,1,0,0,0,0,No Complaints,663,USCGeocoder,31.2427,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12276.48317,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.62377804,-121.3301982,Relaxed,
INFANT CENTER,343603512,MERRYHILL SCHOOL-CALVINE,Merryhill School-Calvine,"NOBEL LEARNING COMMUNITIES, INC.","GATBONTON, NIEVA",(916) 689-7322,9036 CALVINE ROAD,9036 Calvine Road,SACRAMENTO,Sacramento,CA,95829,SACRAMENTO,3,28,LICENSED,1/23/1998,,10/24/2018,4,0,1,5,0,0,0,0,No Complaints,664,USCGeocoder,187.4349,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4516341,-121.365399,Relaxed,
INFANT CENTER,343614044,MERRYHILL SCHOOL-DANBROOK,Merryhill School-Danbrook,"NOBEL LEARNING COMMUNITIES, INC.","HARRAH-FERGUSON, CHRISTINE",(916) 285-8656,1901 DANBROOK DR,1901 Danbrook Dr,SACRAMENTO,Sacramento,CA,95835,SACRAMENTO,3,30,LICENSED,8/10/2006,,10/18/2018,3,0,0,3,0,0,0,0,No Complaints,665,USCGeocoder,31.2863,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5346.801406,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.66932746,-121.503615,Exact,
INFANT CENTER,343608220,MERRYHILL SCHOOL-HARBOUR PT.,Merryhill School-Harbour Pt.,"NOBEL LEARNING COMMUNITIES, INC.",STEPHANIE GILL,(916) 683-3244,9561 HARBOUR PT. DRIVE,9561 Harbour Pt. Drive,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,30,LICENSED,8/1/2002,,8/16/2019,4,0,0,4,1,1,0,0,No Complaints,666,USCGeocoder,187.6227,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4103852,-121.4764402,Exact,
INFANT CENTER,343615586,MERRYHILL SCHOOL-KARITSA,Merryhill School-Karitsa,"NOBEL LEARNING COMMUNITIES, INC.","LEPAGE, SUSAN",(916) 575-9603,2855 KARITSA AVENUE,2855 Karitsa Avenue,SACRAMENTO,Sacramento,CA,95833,SACRAMENTO,3,40,LICENSED,7/29/2009,,10/18/2018,3,1,0,4,0,0,0,0,5/27/2016,667,USCGeocoder,15.6538,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6313.653865,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.62719117,-121.5261527,Relaxed,
INFANT CENTER,343600373,MERRYHILL SCHOOL-LAGUNA PARK,Merryhill School-Laguna Park,"NOBEL LEARNING COMMUNITIES, INC.","NORRIS, LISA",(916) 684-4044,6613 LAGUNA PARK DRIVE,6613 Laguna Park Drive,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,24,LICENSED,9/23/1994,,12/5/2018,3,1,0,4,0,1,0,0,9/26/2016,668,USCGeocoder,187.4072,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4195607,-121.4272174,Exact,
INFANT CENTER,343617609,MERRYHILL SCHOOL-POCKET,Merryhill School-Pocket,NOBEL LEARNING COMMUNITIES,"FREITAG, SUSAN",(916) 424-2299,7335 PARK CITY DRIVE,7335 Park City Drive,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,36,LICENSED,7/18/2013,,8/15/2019,5,0,2,7,1,1,1,0,No Complaints,669,USCGeocoder,187.5095,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.492499,-121.517775,Relaxed;Soundex,
INFANT CENTER,343614963,MILESTONES CHILD DEVELOPMENT CENTER,Milestones Child Development Center,AIMEE RENE WALKER,QUIVANDA HARRISON,(916) 231-1153,1411 O STREET,1411 O Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,43,LICENSED,12/20/2007,,10/24/2018,3,1,1,5,0,0,0,0,10/22/2014,670,USCGeocoder,234.3601,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5736169,-121.4892467,Relaxed,
INFANT CENTER,343622856,"MINDFUL MIRACLE, INC. (INF)","Mindful Miracle, Inc. (Inf)","TEENEY, ASHLEY & WINN, JARRED","TEENEY, ASHLEY",(916) 889-3443,1001 I STREET,1001 I Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,24,LICENSED,12/31/2018,,12/28/2018,0,0,1,1,0,0,0,0,No Complaints,671,USCGeocoder,187.4925,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5817685,-121.4920817,Relaxed,
INFANT CENTER,343614395,MISSION AVENUE PRESCHOOL,Mission Avenue Preschool,MISSION AVENUE PRESCHOOL,DUSTI KIRN,(916) 487-4647,2433 MISSION AVENUE,2433 Mission Avenue,CARMICHAEL,Carmichael,CA,95608,SACRAMENTO,3,22,LICENSED,6/1/2007,,7/16/2019,3,2,4,9,2,6,0,1,1/26/2017,672,USCGeocoder,62.5331,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5464.6803,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.60896584,-121.355244,Relaxed,
INFANT CENTER,343620636,MONTESSORI COUNTRY DAY AT RIVERLAKE,Montessori Country Day At Riverlake,"MONTESSORY COUNTRY DAY AT RIVERLAKE, INC.","RUIZ, MARTHA",(916) 394-0701,7575 RUSH RIVER DRIVE,7575 Rush River Drive,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,12,LICENSED,9/1/2015,,3/16/2018,2,0,1,3,0,0,0,0,No Complaints,673,USCGeocoder,171.8852,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4844648,-121.5319705,Relaxed,
INFANT CENTER,343621911,MOORE LEARNING PRESCHOOL & DCC (INF),Moore Learning Preschool & Dcc (Inf),"MOORE, FRISHA AND GIUSTI, PATTY JEAN","MOORE, FRISHA",(916) 405-0448,8699 ELK GROVE BLVD,8699 Elk Grove Blvd,ELK GROVE,Elk Grove,CA,95624,SACRAMENTO,53,20,LICENSED,10/10/2017,,7/10/2019,1,3,2,6,2,0,1,0,9/26/2018,674,USCGeocoder,187.4511,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4098341,-121.3803827,Exact,
INFANT CENTER,343615965,NANNA'S CHILD CARE CENTER,Nanna'S Child Care Center,"COOK, RAMONA GAIL","COOK, RAMONA",(916) 737-5209,2810 REDDING AVE #F,2810 Redding Ave #F,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,14,CLOSED,9/21/2009,9/18/2014,8/5/2013,0,0,0,0,0,0,0,0,No Complaints,675,USCGeocoder,171.7906,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5489297,-121.4239257,Relaxed,
INFANT CENTER,343604279,N.H.D.F. INFANT & TODDLER CENTER,N.H.D.F. Infant & Toddler Center,NATIONAL HUMAN DEVELOPMENT FOUNDATION,"FLORES, ADELIA",(916) 737-6433,3441 STOCKTON BLVD.,3441 Stockton Blvd.,SACRAMENTO,Sacramento,CA,95820,SACRAMENTO,3,20,CLOSED,2/19/1999,5/20/2019,12/11/2018,3,1,0,4,0,4,0,0,3/27/2017,676,USCGeocoder,203.1427,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5428977,-121.4512788,Relaxed,
INFANT CENTER,343609745,O'BRIEN CHILD DEVELOPMENT,O'Brien Child Development,"FARINA-RODRIGUEZ, ELIETTE","FARINA-RODRIGUEZ, ELIETTE",(916) 727-3000,8200 SUNRISE BLVD,8200 Sunrise Blvd,CITRUS HEIGHTS,Citrus Heights,CA,95610,SACRAMENTO,3,13,CLOSED,6/1/2004,9/1/2015,7/16/2015,0,0,2,2,0,0,4,0,No Complaints,677,USCGeocoder,31.057,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2003.121356,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.7152174,-121.2713754,Relaxed,
INFANT CENTER,343603759,ONLY LOVE CHILDREN'S CENTER,Only Love Children'S Center,"SUAREZ, MARTA","SUAREZ, MARTA",(916) 920-8724,2581 HOWE AVE.,2581 Howe Ave.,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,21,CLOSED,5/21/1998,6/5/2015,4/11/2014,0,0,0,0,0,0,0,0,No Complaints,678,USCGeocoder,31.2654,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2445.157697,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.612573,-121.4159288,Relaxed,
INFANT CENTER,343619958,PACIFIC CHILDREN'S CENTER,Pacific Children'S Center,TWIN RIVERS UNIFIED SCH DISTRICT,ALYSSA HALL,(916) 566-1600,6560 MELROSE DRIVE,6560 Melrose Drive,NORTH HIGHLANDS,North Highlands,CA,95660,SACRAMENTO,3,25,LICENSED,12/31/2014,,3/1/2019,3,0,2,5,0,3,0,0,No Complaints,679,USCGeocoder,62.4984,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10068.95159,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.68429592,-121.3729738,Exact,
INFANT CENTER,343609496,PARADISE PLACE PRESCHOOL INFANT TODDLER CENTER,Paradise Place Preschool Infant Toddler Center,"GRANICO, TONI","GRANICO, TONI",(916) 718-3642,8924 KIEFER BLVD.,8924 Kiefer Blvd.,SACRAMENTO,Sacramento,CA,95826,SACRAMENTO,3,9,CLOSED,10/29/2003,12/1/2017,1/6/2017,2,0,5,7,0,5,0,4,No Complaints,680,USCGeocoder,31.278,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1226.464452,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.54679712,-121.3702133,Exact,
INFANT CENTER,343622078,PARADISE PRESCHOOL,Paradise Preschool,"GRANICO, TONI","GRANICO, TONI",(916) 718-3642,9000 LA RIVIERA DRIVE,9000 La Riviera Drive,SACRAMENTO,Sacramento,CA,95826,SACRAMENTO,3,6,LICENSED,12/1/2017,,6/5/2019,0,0,4,4,0,0,3,0,No Complaints,681,USCGeocoder,15.6181,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4193.222267,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.56409291,-121.3664825,Exact,
INFANT CENTER,343617466,PENLEIGH CHILD DEVELOPMENT CENTER,Penleigh Child Development Center,"CAMASURA, MARIVEL","CAMASURA, MARIVEL",(916) 822-5020,1400 E STREET SUITE D & E,1400 E Street Suite D & E,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,10,LICENSED,4/2/2013,,10/19/2018,3,3,4,10,1,3,0,1,7/15/2017,682,USCGeocoder,187.5519,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5839073,-121.4853771,Relaxed,
INFANT CENTER,343610247,"PHOENIX SCHOOLS, THE","Phoenix Schools, The","CADENCE EDUCATION, INC.","ROCCA, MYRIAM",(916) 455-1275,4401 A STREET,4401 A Street,SACRAMENTO,Sacramento,CA,95819,SACRAMENTO,3,16,CLOSED,7/23/2004,3/7/2016,1/13/2016,1,1,0,2,1,0,0,0,7/14/2015,683,USCGeocoder,171.7749,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5780965,-121.4438693,Relaxed,
INFANT CENTER,343610271,"PHOENIX SCHOOLS, THE","Phoenix Schools, The","CADENCE EDUCATION, INC.","DAWSON-BROWN, JESSICA",(916) 691-6420,3050 BABSON DR.,3050 Babson Dr.,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,32,CLOSED,7/23/2004,10/7/2016,12/9/2015,1,1,0,2,0,0,0,0,10/3/2014,684,USCGeocoder,171.6884,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4173444,-121.4701079,Exact,
INFANT CENTER,343620028,PLAY-OLOGY,Play-Ology,DUNN RIGHT INCORPORATED,"VANCE, JENNIFER",(916) 853-5678,3084 SUNRISE BLVD STE 4,3084 Sunrise Blvd Ste 4,RANCHO CORDOVA,Rancho Cordova,CA,95742,SACRAMENTO,3,16,LICENSED,10/2/2014,,3/2/2018,1,0,4,5,0,0,1,0,No Complaints,685,USCGeocoder,46.8959,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6888.944965,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.59150709,-121.2661004,Exact,
INFANT CENTER,343610520,POPPY PATCH-PHASE III,Poppy Patch-Phase Iii,FTB CHILD CARE CENTER,"TATE, SHANEL",(916) 845-4949,9638 BUTTERFIELD WAY,9638 Butterfield Way,SACRAMENTO,Sacramento,CA,95827,SACRAMENTO,3,60,LICENSED,5/27/2005,,7/16/2019,3,6,4,13,3,6,2,0,11/29/2018,686,USCGeocoder,46.8737,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1612.028335,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.56774787,-121.3444262,Relaxed,
INFANT CENTER,343616170,PRESTIGE PRESCHOOL ACADEMY,Prestige Preschool Academy,PRESTIGE PRESCHOOL ACADEMY,MELISSA BROWN,(916) 285-7700,3100 MACON DRIVE,3100 Macon Drive,SACRAMENTO,Sacramento,CA,95835,SACRAMENTO,3,24,LICENSED,3/15/2010,,10/29/2018,4,4,0,8,2,0,0,0,9/20/2017,687,USCGeocoder,125.0183,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,23338614.14,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.6794872,-121.5308533,Relaxed;Soundex,1
INFANT CENTER,343615848,PRESTIGE PRESCHOOL ACADEMY (INF),Prestige Preschool Academy (Inf),"PRESTIGE PRESCHOOL, INC.","BECKSTROM, MICHELLE",(916) 684-4222,8160 SHELDON ROAD,8160 Sheldon Road,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,42,LICENSED,6/23/2009,,8/13/2019,4,2,2,8,0,1,0,0,9/26/2018,688,USCGeocoder,187.5057,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4361416,-121.4056763,Exact,
INFANT CENTER,340312651,RAINBOW DAY CARE - INFANTS,Rainbow Day Care - Infants,"RAINBOW DAY CARE CENTER, INC.","THORN, TINA",(916) 448-5231,"901 P STREET, SUITE 155B","901 P Street, Suite 155B",SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,12,LICENSED,9/7/1989,,1/10/2019,3,3,1,7,0,3,0,1,6/26/2018,689,USCGeocoder,171.8633,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5741688,-121.4973091,Relaxed,
INFANT CENTER,343610525,RANCHO MURIETA LEARNING CENTER,Rancho Murieta Learning Center,"JEFFRIES, SHELLEY, MICHAEL","JEFFRIES, MICHAEL",(916) 354-4163,"7277 LONE PINE, STE 102","7277 Lone Pine, Ste 102",RANCHO MURIETA,Rancho Murieta,CA,95683,SACRAMENTO,3,14,LICENSED,12/31/2004,,4/24/2019,3,1,0,4,0,4,0,0,3/19/2015,690,USCGeocoder,203.1291,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,236179036.5,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.4941896,-121.1016774,Relaxed;Soundex,1
INFANT CENTER,343608666,READY-SET-GO CHILDREN'S CENTER,Ready-Set-Go Children'S Center,"SCHWOERER, PAMELA & MORENO, PENNY",PENNY MORENO,(916) 331-2013,4331 GALBRATH DRIVE,4331 Galbrath Drive,SACRAMENTO,Sacramento,CA,95842,SACRAMENTO,3,12,LICENSED,3/7/2003,,7/2/2019,1,4,1,6,0,0,0,1,7/3/2019,691,USCGeocoder,46.8624,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,442.2139138,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.69778579,-121.3626149,Relaxed,
INFANT CENTER,343620848,READY-SET-GO CHILDREN'S CENTER,Ready-Set-Go Children'S Center,PENNY VALLEY CHILDCARE INC.,"HILL, LAURALYN",(916) 967-0100,4404 SAN JUAN AVENUE,4404 San Juan Avenue,FAIR OAKS,Fair Oaks,CA,95628,SACRAMENTO,3,37,LICENSED,12/18/2015,,5/16/2019,2,5,11,18,1,0,6,3,1/10/2019,692,USCGeocoder,31.0194,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1873.153146,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.64387591,-121.2903295,Exact,
INFANT CENTER,343621312,RIVER CITY EARLY LEARNING CTR (INF),River City Early Learning Ctr (Inf),"RIVER CITY LEARNING COMPANY, LLC","DAWSON-BROWN, JESSICA",(916) 691-6420,3050 BABSON DRIVE,3050 Babson Drive,ELK GROVE,Elk Grove,CA,95758,SACRAMENTO,53,32,LICENSED,10/7/2016,,7/10/2018,2,2,3,7,0,1,1,0,7/14/2017,693,USCGeocoder,171.9053,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4173444,-121.4701079,Exact,
INFANT CENTER,343614421,"ROSEMONT PLAYSCHOOL, INC., MATHER PLAYSCHOOL","Rosemont Playschool, Inc., Mather Playschool","ROSEMONT PRESCHOOL, INC.","LINDEMAN, JILL MCGRAW",(916) 366-5800,10265 ROCKINGHAM DRIVE #150,10265 Rockingham Drive #150,SACRAMENTO,Sacramento,CA,95827,SACRAMENTO,3,25,LICENSED,11/9/2007,,9/13/2018,2,9,1,12,0,0,1,0,9/25/2018,694,USCGeocoder,31.252,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4882.464404,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.57425095,-121.3084399,Relaxed,
INFANT CENTER,343615915,SACRAMENTO CHILDREN'S HOME-SACRAMENTO CRISIS,Sacramento Children'S Home-Sacramento Crisis,SACRAMENTO CHILDREN'S HOME,"WHITE-DOUGLAS, EBONY",(916) 452-3981,6699 SOUTH LAND PARK DRIVE,6699 South Land Park Drive,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,4,INACTIVE,7/1/2009,,10/10/2013,0,0,0,0,0,0,0,0,No Complaints,695,USCGeocoder,187.4904,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5040829,-121.5072846,Relaxed,
INFANT CENTER,340320716,SACRAMENTO CITY COLLEGE CHILD DEVELOPMENT CENTER,Sacramento City College Child Development Center,LOS RIOS COMMUNITY COLLEGE DISTRICT,"GARCIA, LISA",(916) 558-2542,3835 FREEPORT BLVD,3835 Freeport Blvd,SACRAMENTO,Sacramento,CA,95822,SACRAMENTO,3,35,CLOSED,7/23/1993,4/18/2017,3/10/2011,0,0,0,0,0,0,0,0,No Complaints,696,USCGeocoder,171.8383,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.93491124,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5406746,-121.4863897,Relaxed,
INFANT CENTER,343611639,SACRAMENTO CRISIS NURSERY,Sacramento Crisis Nursery,SACRAMENTO CHILDREN'S HOME,"NOLAN, BARBARA",(916) 679-3600,4533 PASADENA AVENUE,4533 Pasadena Avenue,SACRAMENTO,Sacramento,CA,95821,SACRAMENTO,3,12,INACTIVE,2/6/2007,,2/28/2014,0,0,0,0,0,0,0,0,No Complaints,697,USCGeocoder,31.3113,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7061.274447,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.63895118,-121.3586821,Relaxed,
INFANT CENTER,343610874,SACRAMENTO MONTESSORI SCHOOL,Sacramento Montessori School,"12TH STREET COLLABORATIVE FOR MONTESSORI, THE","TUROF, SUSAN",(916) 444-7786,1111-1123 D STREET,1111-1123 D Street,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,62,LICENSED,9/30/2005,,7/29/2019,0,1,11,12,4,8,1,2,5/8/2016,698,USCGeocoder,31.1355,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,578.0610533,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.58664622,-121.4886862,Relaxed,
